data_year	hid	pid	pno	is_hrp	from_child_record	default_benefit_unit	is_bu_head	age	sex	ethnic_group	marital_status	highest_qualification	sic	occupational_classification	public_or_private	principal_employment_type	socio_economic_grouping	age_completed_full_time_education	years_in_full_time_work	employment_status	usual_hours_worked	actual_hours_worked	age_started_first_job	type_of_bereavement_allowance	had_children_when_bereaved	pay_includes_ssp	pay_includes_smp	pay_includes_spp	pay_includes_sap	pay_includes_mileage	pay_includes_motoring_expenses	Column32	income_wages	income_self_employment_income	income_self_employment_expenses	income_self_employment_losses	income_odd_jobs	income_private_pensions	income_national_savings	income_bank_interest	income_stocks_shares	income_individual_savings_account	income_dividends	income_property	income_royalties	income_bonds_and_gilts	income_other_investment_income	income_other_income	income_alimony_and_child_support_received	income_health_insurance	income_alimony_and_child_support_paid	income_care_insurance	income_trade_unions_etc	income_friendly_societies	income_work_expenses	income_avcs	income_other_deductions	income_loan_repayments	income_student_loan_repayments	income_pension_contributions_employee	income_pension_contributions_employer	income_education_allowances	income_foster_care_payments	income_student_grants	income_student_loans	income_income_tax	income_national_insurance	income_local_taxes	income_free_school_meals	income_dlaself_care	income_dlamobility	income_child_benefit	income_pension_credit	income_state_pension	income_bereavement_allowance_or_widowed_parents_allowance_or_bereavement	income_armed_forces_compensation_scheme	income_war_widows_or_widowers_pension	income_severe_disability_allowance	income_attendance_allowance	income_carers_allowance	income_jobseekers_allowance	income_industrial_injury_disablement_benefit	income_employment_and_support_allowance	income_incapacity_benefit	income_income_support	income_maternity_allowance	income_maternity_grant_from_social_fund	income_funeral_grant_from_social_fund	income_any_other_ni_or_state_benefit	income_trade_union_sick_or_strike_pay	income_friendly_society_benefits	income_private_sickness_scheme_benefits	income_accident_insurance_scheme_benefits	income_hospital_savings_scheme_benefits	income_government_training_allowances	income_guardians_allowance	income_widows_payment	income_unemployment_or_redundancy_insurance	income_child_winter_heating_assistance_payment	income_winter_fuel_payments	income_dwp_third_party_payments_is_or_pc	income_dwp_third_party_payments_jsa_or_esa	income_social_fund_loan_repayment_from_is_or_pc	income_social_fund_loan_repayment_from_jsa_or_esa	income_extended_hb	income_permanent_health_insurance	income_any_other_sickness_insurance	income_critical_illness_cover	income_working_tax_credit	income_child_tax_credit	income_working_tax_credit_lump_sum	income_child_tax_credit_lump_sum	income_housing_benefit	income_universal_credit	income_personal_independence_payment_daily_living	income_personal_independence_payment_mobility	income_a_loan_from_the_dwp_and_dfc	income_a_loan_or_grant_from_local_authority	income_social_fund_loan_uc	income_other_benefits	income_scottish_child_payment	income_job_start_payment	income_troubles_permanent_disablement	income_child_disability_payment_care	income_child_disability_payment_mobility	income_pupil_development_grant	income_adp_daily_living	income_adp_mobility	income_pension_age_disability	income_carers_allowance_supplement	income_carers_support_payment	income_discretionary_housing_payment	wages_frs	self_emp_frs	wages_hbai	self_emp_hbai	over_20_k_saving	asset_current_account	asset_nsb_ordinary_account	asset_nsb_investment_account	asset_not_used	asset_savings_investments_etc	asset_government_gilt_edged_stock	asset_unit_or_investment_trusts	asset_stocks_shares_bonds_etc	asset_pep	asset_national_savings_capital_bonds	asset_index_linked_national_savings_certificates	asset_fixed_interest_national_savings_certificates	asset_pensioners_guaranteed_bonds	asset_saye	asset_premium_bonds	asset_national_savings_income_bonds	asset_national_savings_deposit_bonds	asset_first_option_bonds	asset_yearly_plan	asset_isa	asset_fixd_rate_svngs_bonds_or_grntd_incm_bonds_or_grntd_growth_bonds	asset_geb	asset_basic_account	asset_credit_unions	asset_endowment_policy_not_linked	asset_informal_assets	asset_post_office_card_account	asset_friendly_society_investment	contracted_out_of_serps	registered_blind	registered_partially_sighted	registered_deaf	disability_vision	disability_hearing	disability_mobility	disability_dexterity	disability_learning	disability_memory	disability_mental_health	disability_stamina	disability_socially	disability_other_difficulty	health_status	has_long_standing_illness	adls_are_reduced	how_long_adls_reduced	is_informal_carer	receives_informal_care_from_non_householder	hours_of_care_received	hours_of_care_given	hours_of_childcare	cost_of_childcare	childcare_type	employer_provides_child_care	relationship_to_hoh	relationship_1	relationship_2	relationship_3	relationship_4	relationship_5	relationship_6	relationship_7	relationship_8	relationship_9	relationship_10	relationship_11	relationship_12	relationship_13	relationship_14	relationship_15	company_car_fuel_type	company_car_value	company_car_contribution	Column205	fuel_supplied	jsa_type	esa_type	dlaself_care_type	dlamobility_type	attendance_allowance_type	personal_independence_payment_daily_living_type	personal_independence_payment_mobility_type	onerand	work_expenses	travel_to_work	debt_repayments	wealth_and_assets	totsav	uhid
2019	1	320190000103	3	false	true	1	false	2	Male	Missing_Ethnic_Group	Missing_Marital_Status	Missing_Highest_Qualification	Missing_SIC_2007	Missing_Standard_Occupational_Classification	Missing_Employment_Sector	Missing_Employment_Type	Missing_Socio_Economic_Group	0	0	Missing_ILO_Employment	0	0	0	missing_bereave	false	false	false	false	false	false	false		0	0	0	0	0	0	0	0	0	0		0	0	0	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	Son_or_daughter_incl_adopted	Son_or_daughter_incl_adopted	Brother_or_sister_incl_adopted	This_Person	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X3230766960183490047197784743142004511618383978936882981727646	0	0	0	0	0	320190000100
2019	1	320190000104	4	false	true	1	false	5	Female	Missing_Ethnic_Group	Missing_Marital_Status	Missing_Highest_Qualification	Missing_SIC_2007	Missing_Standard_Occupational_Classification	Missing_Employment_Sector	Missing_Employment_Type	Missing_Socio_Economic_Group	0	0	Missing_ILO_Employment	0	0	0	missing_bereave	false	false	false	false	false	false	false		0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Missing_Health_Status	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	25	0	Childs_brother_or_sister	false	Son_or_daughter_incl_adopted	Son_or_daughter_incl_adopted	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	This_Person	Brother_or_sister_incl_adopted	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X1295878961283664514559121513801135450393487223426803437476004	0	0	0	0	0	320190000100
2019	9	320190000903	3	false	true	1	false	17	Male	Missing_Ethnic_Group	Missing_Marital_Status	Missing_Highest_Qualification	Missing_SIC_2007	Missing_Standard_Occupational_Classification	Missing_Employment_Sector	Missing_Employment_Type	Missing_Socio_Economic_Group	0	0	Missing_ILO_Employment	0	0	0	missing_bereave	false	false	false	false	false	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	2	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	Son_or_daughter_incl_adopted	Son_or_daughter_incl_adopted	Brother_or_sister_incl_adopted	This_Person	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X2720034532733753260267154133326880113596083285772624102286528	0	0	0	0	0	320190000900
2019	9	320190000904	4	false	true	1	false	7	Female	Missing_Ethnic_Group	Missing_Marital_Status	Missing_Highest_Qualification	Missing_SIC_2007	Missing_Standard_Occupational_Classification	Missing_Employment_Sector	Missing_Employment_Type	Missing_Socio_Economic_Group	0	0	Missing_ILO_Employment	0	0	0	missing_bereave	false	false	false	false	false	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Missing_Health_Status	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	25	0	Childs_brother_or_sister	false	Son_or_daughter_incl_adopted	Son_or_daughter_incl_adopted	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	This_Person	Brother_or_sister_incl_adopted	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X2703315214001739852951691909538040949575540008595637666318673	0	0	0	0	0	320190000900
2019	1	320190000101	1	true	false	1	true	29	Male	White	Cohabiting	HNC_or_HND	Public_administration_and_defence_compulsory_socialX	Associate_Prof_and_Technical_Occupations	Public	An_Employee	Higher_supervisory_occupations	21	8	Full_time_Employee	46	46	22	missing_bereave	false	false	false	false	false	false	false	0	611.4672131147	0	0	0	0	0	0	0.2868852459	0	0		0	0	0	0.1912568306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611.4672131147	0	611.4672131147	0	false	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	This_Person	This_Person	Cohabitee	Parent	Parent	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X4560977886288305147889402321918226346562492382971320834764678	0	0	0	0	0	320190000100
2019	1	320190000102	2	false	false	1	false	28	Female	White	Cohabiting	Degree_inc_foundation_degree_or_professional_institute_member	Public_administration_and_defence_compulsory_socialX	Associate_Prof_and_Technical_Occupations	Public	An_Employee	Higher_supervisory_occupations	20	8	Full_time_Employee	46	46	21	missing_bereave	false	false	false	false	false	false	false	0	642.6229508197	0	0	0	0	0	0	0.2868852459	0	0		0	0	0	0.1912568306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642.6229508197	0	642.6229508197	0	false	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	Cohabitee	Cohabitee	This_Person	Parent	Parent	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X8429438569187020436740582777301155383466577182199065528315571	0	0	0	0	0	320190000100
2019	2	320190000201	1	false	false	1	true	67	Male	White	Single	Missing_Highest_Qualification	Land_transport_and_transport_via_pipelines	Elementary_Occupations	Missing_Employment_Sector	Missing_Employment_Type	Routine_sales_and_service	16	14	Retired	0	0	17	missing_bereave	false	false	false	false	false	false	false	0	0	0	0	0	0	96.4278688524	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.3	0	0	27.44	142.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	114.7540983607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	true	false	false	Fair	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	This_Person	This_Person	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X7218915881666672848187530655024612825856705597982252237134053	0	0	0	0	0	320190000200
2019	9	320190000901	1	true	false	1	true	42	Female	White	Divorced_or_Civil_Partnership_dissolved	GCSE_or_equivalent_fewer_than_5	Creative_arts_and_entertainment_activities	Associate_Prof_and_Technical_Occupations	Missing_Employment_Sector	Missing_Employment_Type	Lower_prof_and_higher_technical_Traditional_employee	18	10	Unemployed	0	0	19	missing_bereave	false	false	false	false	false	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.1	0	0	0	0	0	0	0	0	0	0	0	0	55.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	5	0	0	0	0	0	0	168	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	This_Person	This_Person	Parent	Parent	Parent	Parent	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X2328167508554495756098257471586936225987802097628492602836149	0	0	0	0	0	320190000900
2019	9	320190000902	2	false	false	2	false	21	Female	White	Single	NVQ_or_SVQ_Level_4	Social_work_activities_without_accommodation	Caring_leisure_and_other_service_occupations	Public	Working_for_myself	Own_account_workers_non_professional	17	4	Unemployed	0	0	18	missing_bereave	false	false	false	false	false	false	false	0	0	200	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	200	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	Son_or_daughter_incl_adopted	Son_or_daughter_incl_adopted	This_Person	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	Brother_or_sister_incl_adopted	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X7869099744626890675673697254433089409117078085040063804037634	0	0	0	0	0	320190000900
2019	101	320190010101	1	true	false	1	true	21	Female	White	Single	NVQ_or_SVQ_Level_4	Social_work_activities_without_accommodation	Caring_leisure_and_other_service_occupations	Public	Working_for_myself	Own_account_workers_non_professional	17	4	Unemployed	0	0	18	missing_bereave	false	false	false	false	false	false	false	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		false	false	false	false	false	false	false	false	false	false	false	false	false	Very_Good	false	Missing_ADLS_Inhibited	Missing_Illness_Length	false	false	0	0	0	0	Missing_Child_Care_Type	false	This_Person	This_Person	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	Missing_Relationship	No_Fuel	0	0	0	0	no_jsa	no_jsa	missing_lmh	missing_lmh	missing_lmh	no_pip	no_pip	X9310874031872465863929101613690173734909971998244251273222444	0	0	0	0	0	320190010100
